entity_norm,label,category,count
heizo takenaka,PERSON,business,4
helen liddell,PERSON,politics,1
helena hessel yukos saga,PERSON,business,1
helens challenge cup,ORG,sport,1
hellenic association amateur athletics,ORG,sport,1
helllike,GPE,entertainment,1
helm academy awards,ORG,entertainment,1
helm liverpool,PERSON,sport,1
helm manchester,PERSON,sport,1
helmut schneider,ORG,politics,1
henderson,GPE,entertainment,1
heninhardenne,PERSON,sport,1
henri bodinat,PERSON,tech,2
henri camara,PERSON,sport,2
henri josserand,PERSON,politics,1
henrik larsson,PERSON,sport,1
henry cech,PERSON,sport,1
henry dennis bergkamp,PERSON,sport,1
henry fifa,PERSON,sport,1
henry fonda,PERSON,entertainment,1
henry hansen,PERSON,sport,1
henry moore,PERSON,entertainment,1
henry paul,PERSON,sport,2
henry paul fluffed conversion seti kiole,PERSON,sport,1
henry paul started,PERSON,sport,1
henry personality,PERSON,sport,1
henry reichhold,PERSON,entertainment,2
henry subs,PERSON,sport,1
henry teased,PERSON,sport,1
henry tipped,PERSON,sport,1
henry want,PERSON,sport,1
henson,PERSON,sport,4
henson neathswansea williams,PERSON,sport,1
henson williams,PERSON,sport,1
herbert demel,PERSON,business,1
herbert hansen,PERSON,tech,2
herbert stueker,PERSON,politics,1
hereford doncaster hereford,ORG,sport,1
hernia club,ORG,sport,1
heronry nozaki,PERSON,business,1
herve,PERSON,business,2
herve,PERSON,sport,1
hewitt australia marat,ORG,sport,1
hewlett packard,ORG,business,6
hewlett packard,ORG,tech,4
hicham guerrouj,PERSON,sport,3
hicham guerroujs,PERSON,sport,1
hicham someone,PERSON,sport,1
hickie ogara,PERSON,sport,2
hidden asset,GPE,politics,1
highbury tunnel players clear football association,ORG,sport,1
highlight years,DATE,politics,1
highlights chinas,ORG,business,1
hilary benn,PERSON,politics,2
hildegard bechtler,PERSON,entertainment,1
hill,ORG,politics,1
hillingdon,PERSON,politics,1
hillingdon wandsworth,PERSON,politics,1
hilton,GPE,entertainment,1
hilton,GPE,politics,2
hinckley,ORG,politics,1
hinckley united,GPE,sport,1
hindilanguage dainik jagran,ORG,business,1
hingis make unexpected return martina hingis makes,ORG,sport,1
hingis miss grand slam,ORG,sport,1
hinshelwood marigny mirco bergamasco stoica,PERSON,sport,1
hinton,GPE,tech,1
hiphop,ORG,entertainment,4
hiphop millan,PERSON,entertainment,3
historic day,DATE,politics,1
hit broker,PERSON,business,1
hitachi,ORG,tech,4
hits yukos,PERSON,business,1
hmv monsoon,ORG,business,1
hmv virgin woolworths,ORG,entertainment,1
hoadley roberts,PERSON,sport,1
hobbit,ORG,entertainment,1
hobday,DATE,sport,4
hobson osentowski,PERSON,sport,1
hockney,GPE,politics,3
hogg edinburgh,PERSON,sport,1
hogg ireland,GPE,sport,1
hold week,DATE,business,2
holiday season,DATE,business,1
holiday two weeks,DATE,entertainment,1
holland,GPE,business,1
holland,GPE,entertainment,3
holland,GPE,sport,5
holland bartlett riley,PERSON,sport,1
holland england,ORG,sport,1
holland international,ORG,sport,1
holland kishishev thomas johansson bartlett subs,PERSON,sport,1
hollywood chum academy,ORG,entertainment,1
hollywood convention window institute,ORG,entertainment,1
hollywood foreign press association,ORG,entertainment,1
hollywood sue,ORG,entertainment,2
holmes back form birmingham,PERSON,sport,1
holmes gold,PERSON,sport,1
holmes hit hamstring injury kelly,PERSON,sport,1
holmes questioned manner,PERSON,sport,1
holmes secures comeback,PERSON,sport,1
holmes starts,PERSON,sport,2
holmes wins,PERSON,sport,1
holocaust memorial day,DATE,entertainment,1
holocaust memorial day,DATE,politics,2
homie,PERSON,entertainment,1
honda,ORG,sport,1
honda,ORG,tech,3
hong,GPE,business,1
hong kong,GPE,business,14
hong kong,GPE,entertainment,4
hong kong,GPE,sport,7
hong kong,GPE,tech,6
hong kongs champions,ORG,sport,1
honours year,DATE,entertainment,1
hopman cup,PERSON,sport,3
horak staniforth penney,ORG,sport,1
horowitz adam yauch,PERSON,entertainment,1
horsham,PERSON,politics,1
hose,PERSON,business,1
hosni mubarak,PERSON,politics,1
hossam,PERSON,sport,1
houlihan,GPE,tech,4
hour rental year,DATE,entertainment,2
hour week,DATE,politics,1
hours day,DATE,entertainment,2
hours day six days week,DATE,politics,1
house,ORG,business,2
house,ORG,politics,4
house commons treasury select committee rules,ORG,business,1
household year half,DATE,politics,1
housemates,PERSON,entertainment,1
houston,GPE,business,4
houston,GPE,politics,9
houston,GPE,sport,2
houston,ORG,business,1
houston court,ORG,business,1
houston jurisdiction yukos,ORG,business,1
houston knew,ORG,politics,2
houston texas,ORG,business,2
houston texas yukos,ORG,business,1
houston ukip,ORG,politics,1
houston yukos,PERSON,business,1
howard,ORG,business,1
howard,ORG,politics,1
howard,PERSON,business,1
howard,PERSON,politics,6
howard also,PERSON,politics,1
howard archer,PERSON,business,2
howard bigger,PERSON,politics,1
howard blair,PERSON,business,1
howard dean,PERSON,politics,1
howard denies,PERSON,politics,2
howard described,PERSON,politics,1
howard flight,PERSON,politics,1
howard giggs smith miller,PERSON,sport,1
howard hits back,PERSON,politics,1
howard hughes,PERSON,entertainment,3
howard hughes aviator veteran,ORG,entertainment,1
howard hypnotist,ORG,politics,1
howard kennedy,PERSON,politics,1
howard lacked big strategy,PERSON,politics,1
howard letwin,PERSON,business,1
howard letwin,PERSON,politics,1
howard llanelli,PERSON,sport,1
howard much,PERSON,politics,1
howard newby,PERSON,business,1
howard phil neville,PERSON,sport,1
howard pitches,PERSON,politics,1
howard pointed institute fiscal studies,ORG,politics,1
howard pointing,PERSON,politics,1
howard rebuts asylum criticisms,PERSON,politics,1
howard secretly,ORG,politics,1
howard son,PERSON,politics,1
howard stern,PERSON,entertainment,2
howard tony blair chance,PERSON,politics,1
howard webb south yorkshire home leicester,PERSON,sport,1
howard weitzman,PERSON,entertainment,1
howard wells,PERSON,sport,1
howard wrong,PERSON,politics,1
hoyte lehmann,PERSON,sport,1
hrbaty hrbaty,PERSON,sport,1
hrbaty ivan,PERSON,sport,1
hsbc,ORG,business,4
hsbc biggest bank,ORG,business,1
hsbc london,PERSON,business,1
hsbc trinkaus,PERSON,business,1
huaralorg,ORG,tech,2
huggy bear actor,ORG,entertainment,1
hugh dalton,PERSON,politics,1
hugh grant,PERSON,entertainment,2
hugh jackman,PERSON,entertainment,2
hugh jackman,PERSON,sport,2
hugh lanning,PERSON,politics,1
hugh laurie stephen fry miranda richardson,PERSON,entertainment,1
hugh morgan williams,PERSON,business,1
hugh ray,PERSON,business,1
hugh richards,PERSON,sport,1
hugh robertson,PERSON,sport,1
hugo chavez,PERSON,business,1
hugo chavez,PERSON,politics,3
humanrobot,GPE,tech,1
humber halifax,ORG,business,1
humma kavula,PERSON,entertainment,1
humorous williams,PERSON,sport,1
humphrey bogart,PERSON,entertainment,1
humphreys dempsey,PERSON,sport,1
humphreys dempsey obrien,PERSON,sport,2
humphreys ireland,GPE,sport,2
humphreys maggs,PERSON,sport,1
humphreys maggs robinson,PERSON,sport,2
hundred dollars year,MONEY,sport,1
hundreds millions dollars,MONEY,business,4
hundreds millions pounds,MONEY,business,1
hundreds millions pounds,MONEY,politics,2
hundreds sometimes millions pounds,MONEY,politics,1
hundreds years,DATE,tech,1
hungary,GPE,politics,3
hungary,GPE,sport,4
hungary,GPE,tech,3
hunt,PERSON,sport,1
hunt badminton,PERSON,sport,1
hunt fadiga,PERSON,sport,1
hussain zaidi,PERSON,entertainment,1
hussein chalayan,PERSON,business,1
hutch india,ORG,business,3
hyde,PERSON,sport,1
hyundai,ORG,business,3
hyungtaik lee,PERSON,sport,1
hyungtaik lee defeated,PERSON,sport,1
ian,ORG,entertainment,1
ian,PERSON,politics,2
ian blair,PERSON,politics,3
ian brown,PERSON,entertainment,2
ian farquhar,PERSON,sport,1
ian flemings,PERSON,entertainment,1
ian fogg,PERSON,business,2
ian fogg,PERSON,entertainment,2
ian fogg,PERSON,tech,4
ian fogg jupiter,PERSON,entertainment,1
ian gibson chairs,PERSON,politics,1
ian gunner,PERSON,business,1
ian harris,PERSON,tech,4
ian hart,PERSON,entertainment,1
ian hunter,PERSON,business,1
ian huntley,PERSON,politics,1
ian macdonald,PERSON,politics,1
ian macfarlane governor,PERSON,business,1
ian mackie,PERSON,sport,3
ian mccall,PERSON,sport,1
ian mccartney,PERSON,politics,3
ian mcdonald,PERSON,politics,1
ian millward,PERSON,sport,1
ian paisley,PERSON,entertainment,1
ian pearson,PERSON,business,2
ian pearson,PERSON,tech,1
ian perry,PERSON,business,1
ian ross,PERSON,sport,1
ian shepherdson,PERSON,business,1
ibadan bello,PERSON,tech,1
ibm,ORG,business,36
ibm,ORG,entertainment,12
ibm,ORG,tech,19
idec,PERSON,business,2
idec plunged,PERSON,business,1
idol runnerup shannon,PERSON,entertainment,1
idris,PERSON,politics,1
ifzal ali donor nations,PERSON,business,1
ill wear great,PERSON,entertainment,1
illinois,GPE,entertainment,1
imam khomeini international,PERSON,business,1
imelda staunton,PERSON,entertainment,19
imelda staunton,PERSON,sport,2
imelda staunton charles,PERSON,entertainment,2
imelda staunton jamie graham,PERSON,entertainment,1
imelda staunton jonathan ross,PERSON,entertainment,1
imelda staunton sophie okonedo,PERSON,entertainment,1
imfs european department,ORG,business,2
immigration kennedy,PERSON,politics,2
immigration past week,DATE,politics,2
improvements transport area gets assembly herron,ORG,politics,1
imrg,PERSON,business,2
inacio lula silva old,PERSON,business,1
inch metre,PERSON,business,3
inch monitor,PERSON,tech,2
incredibles,ORG,entertainment,1
india,GPE,business,73
india,GPE,entertainment,10
india,GPE,politics,5
india,GPE,sport,1
india,GPE,tech,6
india blair,ORG,politics,1
india china,ORG,business,1
india chinas integration,ORG,business,1
india deport bollywood,ORG,entertainment,1
india iran,ORG,business,1
india jelena jankovic serbia,ORG,sport,2
india ltd holcim statement,ORG,business,1
india pakistan,ORG,business,2
india pakistan,ORG,politics,2
india pakistan,ORG,tech,1
india russia,ORG,business,2
india russia energy,ORG,business,1
india yearold,ORG,entertainment,1
indian news channel mobile,ORG,entertainment,1
indiana jones,ORG,entertainment,1
indiana jones,PERSON,business,2
indiapakistan peace,ORG,business,1
indie rock group,ORG,entertainment,1
indonesia,GPE,business,26
indonesia,GPE,entertainment,1
indonesia,GPE,politics,11
indoors madrid,ORG,sport,1
indoors madrid march,ORG,sport,1
indrawati,ORG,business,1
indy buys india paper,ORG,business,1
infirmary days,DATE,politics,1
ingham mulligan fenton morley priet ryan mcindoe,PERSON,sport,1
insee,ORG,business,1
instatmdrs wireless,PERSON,business,1
insurer marsh cuts jobs jobs insurance broker,PERSON,business,1
intel,ORG,business,12
intel,ORG,entertainment,2
intel,ORG,tech,27
inter milan,ORG,sport,3
interamerican development bank,ORG,business,2
interamerican development bank iadb,ORG,business,1
interview bbc radio sheffield,ORG,politics,1
interview howard,PERSON,politics,1
interview magazine entertainment weekly,ORG,entertainment,1
interview spectator,ORG,politics,1
interview times newspaper,ORG,politics,1
intoppa perugini del fava,PERSON,sport,2
intruders past years,DATE,politics,1
involvement visa application,ORG,politics,1
iowa,GPE,politics,1
ipc,PERSON,business,2
ipod latest mobile,ORG,business,2
ipod mac mini,ORG,tech,4
ipod milanesi,ORG,business,2
ipod milanesi,ORG,entertainment,1
ippr,ORG,politics,6
ippr,PERSON,politics,2
ipswich,PERSON,sport,1
ipswich aston,PERSON,sport,1
ira administrative detention,PERSON,politics,1
ira escape,PERSON,politics,1
iran,GPE,business,9
iran,GPE,politics,20
iran,GPE,sport,2
iraq,GPE,business,25
iraq,GPE,entertainment,15
iraq,GPE,politics,93
iraq foundation,ORG,politics,1
iraq jordanian,ORG,business,1
iraq reuters news agency,ORG,business,1
iraqs ministry,ORG,business,1
iraqs oil ministry,ORG,business,1
iraqs oil ministry,PERSON,business,1
iraqs vast,PERSON,business,1
ireland,GPE,sport,16
ireland,PERSON,sport,3
ireland board,ORG,sport,1
ireland bortolami,ORG,sport,1
ireland england,ORG,sport,1
ireland jason,PERSON,sport,1
ireland munster,PERSON,sport,1
ireland star,ORG,sport,1
ireland yearold,ORG,sport,1
iris,PERSON,entertainment,1
iris director,PERSON,entertainment,1
iris scan,PERSON,business,1
irish catholic boarding school india,ORG,entertainment,1
irish stock exchange,ORG,business,1
isaiah kiplagat,PERSON,sport,2
isinbayeva,GPE,sport,1
islam,ORG,politics,2
islamic republics,ORG,entertainment,1
ispat combination mittal steel,ORG,business,1
israel,GPE,business,13
israel,GPE,entertainment,2
israel,GPE,politics,10
israel,GPE,sport,25
israel bayern munichs,ORG,sport,1
israel khodorkovsky,PERSON,business,1
israels jonathan erlich andy ram,PERSON,sport,1
italian half,DATE,sport,1
italy,GPE,business,18
italy,GPE,entertainment,3
italy,GPE,politics,2
italy,GPE,sport,90
italy,GPE,tech,3
italy aim rattle england italy,ORG,sport,1
italy germany,ORG,politics,1
italy henson,PERSON,sport,1
italy murrayfield,ORG,sport,1
itv,ORG,business,1
itv,ORG,entertainment,14
itv,ORG,sport,1
itv,PERSON,entertainment,1
itv bbc head,ORG,sport,2
itv fund,ORG,entertainment,1
itv london,ORG,entertainment,2
itv soap,ORG,entertainment,1
itv time come make,ORG,politics,1
itv wales,ORG,politics,1
ivan,PERSON,business,1
ivan,PERSON,politics,1
ivan kulakov,PERSON,business,1
ivanovic,PERSON,sport,1
ivanovic seals canberra victory serbias,PERSON,sport,1
ive great years,DATE,entertainment,1
ivory coast,GPE,politics,1
ivory coast news,ORG,politics,1
iyad allawi week,PERSON,politics,1
izzo hova jayzs,PERSON,entertainment,1
jaap stam,PERSON,sport,1
jack,PERSON,politics,1
jack boorman,PERSON,business,1
jack cunningham,PERSON,politics,4
jack dee,PERSON,entertainment,1
jack jack beanstalk birmingham,PERSON,entertainment,1
jack kirby frank miller,PERSON,entertainment,1
jack law,PERSON,politics,1
jack mcconnell,PERSON,politics,4
jack mcconnell,PERSON,sport,1
jack mcconnells,PERSON,politics,1
jack nicholson academy,PERSON,entertainment,1
jack nicholson diane keaton,PERSON,entertainment,1
jack rowell,PERSON,sport,1
jack straw,PERSON,business,1
jack straw,PERSON,politics,24
jack vettriano,PERSON,tech,3
jackie ballard,PERSON,politics,1
jackie milburns,ORG,sport,2
jackie stallone,ORG,entertainment,1
jackie stallone,PERSON,entertainment,3
jackson,GPE,entertainment,1
jackson,PERSON,business,1
jackson,PERSON,entertainment,3
jackson,PERSON,politics,1
jackson,PERSON,sport,2
jackson beardsley,PERSON,sport,1
jackson david,PERSON,entertainment,1
jackson documentary,ORG,entertainment,1
jackson film,PERSON,entertainment,1
jacksonville,GPE,business,1
jacksonville,GPE,sport,2
jacqueline wilson,PERSON,entertainment,1
jacques chirac,PERSON,business,1
jacques chirac,PERSON,politics,6
jacques dutronc,PERSON,entertainment,1
jacques rogge,PERSON,sport,1
jacques santini,PERSON,sport,3
jak daxter,PERSON,entertainment,1
jakarta,GPE,business,4
jakarta,GPE,politics,1
jakarta rachel harvey,PERSON,business,1
jakarta stock exchange,ORG,business,1
jakarta stock exchange oil technology financial services,ORG,business,1
jake white south africa,PERSON,sport,2
jama,PERSON,entertainment,1
jamaica,GPE,business,1
jamaica,GPE,entertainment,1
jamaica,GPE,politics,1
jamaica,GPE,sport,1
jamaican movement jflag,ORG,entertainment,1
jamelia davis,PERSON,entertainment,1
jamelia hosting,PERSON,entertainment,1
jamelia lemar,PERSON,entertainment,1
jamelia lemar kanye west dizzee,PERSON,entertainment,1
jamelia lemar streets,PERSON,entertainment,1
jamelia natasha,PERSON,entertainment,2
jamelia streets,ORG,entertainment,1
james,PERSON,politics,3
james,PERSON,sport,1
james allen,PERSON,business,1
james beattie,PERSON,sport,1
james beattie headbutt chelsea,PERSON,sport,1
james blake,PERSON,sport,1
james bond,PERSON,business,1
james bond,PERSON,entertainment,6
james bond,PERSON,sport,6
james bourne,PERSON,entertainment,1
james brolin airport,PERSON,entertainment,1
james brown,PERSON,entertainment,2
james caan,PERSON,entertainment,1
james callaghans administration,ORG,politics,1
james cameron,PERSON,entertainment,1
james carrick,PERSON,business,1
james clarke,PERSON,sport,1
james collins,PERSON,sport,1
james cridland,PERSON,entertainment,2
james criticisms,PERSON,politics,1
james davis,PERSON,sport,1
james dean,PERSON,entertainment,2
james denied,PERSON,sport,1
james dimon,PERSON,business,1
james emphasised,PERSON,politics,1
james goodman,PERSON,tech,1
james grady,PERSON,sport,1
james guided llanelli,PERSON,sport,1
james hardie,PERSON,business,2
james hardy,PERSON,politics,2
james heroics,PERSON,sport,1
james honeymanscott,PERSON,entertainment,1
james humphreys,PERSON,politics,1
james ireland,GPE,sport,1
james issue formal,PERSON,sport,1
james kenneth williams,PERSON,entertainment,1
james kept frank,PERSON,sport,1
james kleinberg apple,PERSON,tech,1
james lomas,PERSON,entertainment,1
james macmillan,PERSON,entertainment,1
james marshall hendrix foundation foundation,PERSON,entertainment,1
james martins,PERSON,tech,1
james mcavoy,PERSON,entertainment,1
james mcfadden,PERSON,sport,1
james mcilroy,PERSON,sport,5
